ruleset,simulation_id,sim_type,roster,agent,w,eps,c,convergence_round
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,10,0.02,3,14
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,20,0.005,5,41
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,20,0.01,5,32
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,20,0.02,5,24
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,30,0.005,7,53
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,30,0.01,7,44
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 1,30,0.02,7,34
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,10,0.005,3,25
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,10,0.01,3,15
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,10,0.02,3,14
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,20,0.005,5,39
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,20,0.01,5,32
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,20,0.02,5,24
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,30,0.005,7,51
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,30,0.01,7,43
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Random 2,30,0.02,7,34
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,10,0.005,3,60
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,10,0.01,3,44
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,10,0.02,3,34
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,20,0.005,5,88
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,20,0.01,5,66
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,20,0.02,5,50
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,30,0.005,7,
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,30,0.01,7,84
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Self Copier,30,0.02,7,64
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,10,0.005,3,31
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,10,0.01,3,24
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,10,0.02,3,18
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,20,0.005,5,47
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,20,0.01,5,37
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,20,0.02,5,31
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,30,0.005,7,61
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,30,0.01,7,49
no_rule1_pairs,8,2v2,Random | Random | Self Copier | Frequency Copier,Frequency Copier,30,0.02,7,42
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.005,3,36
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.01,3,24
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,10,0.02,3,20
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.005,5,51
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.01,5,39
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,20,0.02,5,32
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.005,7,65
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.01,7,53
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 1,30,0.02,7,43
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.005,3,33
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.01,3,26
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,10,0.02,3,20
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.005,5,52
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.01,5,40
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,20,0.02,5,33
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.005,7,70
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.01,7,53
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Random 2,30,0.02,7,44
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.005,3,36
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.01,3,25
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,10,0.02,3,20
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.005,5,53
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.01,5,41
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,20,0.02,5,33
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.005,7,67
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.01,7,54
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Self Copier,30,0.02,7,44
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.005,3,47
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.01,3,35
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,10,0.02,3,26
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.005,5,66
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.01,5,52
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,20,0.02,5,41
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.005,7,88
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.01,7,67
no_rule1_pairs,9,2v2,Random | Random | Self Copier | Anti Copier,Anti Copier,30,0.02,7,53
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.005,3,36
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.01,3,28
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,10,0.02,3,22
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.005,5,52
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.01,5,43
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,20,0.02,5,35
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.005,7,69
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.01,7,55
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 1,30,0.02,7,46
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.005,3,37
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.01,3,28
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,10,0.02,3,22
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.005,5,54
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.01,5,43
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,20,0.02,5,35
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.005,7,72
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.01,7,56
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Random 2,30,0.02,7,46
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.005,3,24
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.01,3,18
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,10,0.02,3,15
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.005,5,36
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.01,5,30
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,20,0.02,5,26
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.005,7,48
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.01,7,41
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Frequency Copier,30,0.02,7,36
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.005,3,46
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.01,3,36
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,10,0.02,3,28
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.005,5,75
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.01,5,52
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,20,0.02,5,42
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.005,7,92
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.01,7,68
no_rule1_pairs,10,2v2,Random | Random | Frequency Copier | Anti Copier,Anti Copier,30,0.02,7,55
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.005,3,34
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.01,3,30
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,10,0.02,3,25
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.005,5,42
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.01,5,39
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,20,0.02,5,36
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.005,7,50
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.01,7,48
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Leader Copier,30,0.02,7,46
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.005,3,23
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.01,3,22
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,10,0.02,3,21
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.005,5,
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.01,5,
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,20,0.02,5,29
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.005,7,
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.01,7,
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Self Copier,30,0.02,7,82
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.005,3,29
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.01,3,22
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,10,0.02,3,17
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.005,5,46
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.01,5,36
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,20,0.02,5,29
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.005,7,62
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.01,7,48
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Frequency Copier,30,0.02,7,40
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.005,3,18
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.01,3,14
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,10,0.02,3,13
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.005,5,26
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.01,5,24
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,20,0.02,5,24
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.005,7,34
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.01,7,34
no_rule1_pairs,11,3v1,Leader Copier | Self Copier | Frequency Copier | Random,Random 1,30,0.02,7,34
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.005,3,20
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.01,3,17
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,10,0.02,3,15
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.005,5,30
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.01,5,27
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,20,0.02,5,25
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.005,7,41
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.01,7,38
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Leader Copier,30,0.02,7,36
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.005,3,29
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.01,3,23
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,10,0.02,3,19
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.005,5,47
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.01,5,36
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,20,0.02,5,30
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.005,7,58
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.01,7,48
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Self Copier,30,0.02,7,41
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.005,3,44
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.01,3,33
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,10,0.02,3,25
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.005,5,66
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.01,5,50
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,20,0.02,5,39
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.005,7,86
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.01,7,65
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Anti Copier,30,0.02,7,51
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.005,3,31
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.01,3,23
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,10,0.02,3,19
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.005,5,47
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.01,5,37
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,20,0.02,5,31
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.005,7,59
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.01,7,49
no_rule1_pairs,12,3v1,Leader Copier | Self Copier | Anti Copier | Random,Random 1,30,0.02,7,42
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.005,3,32
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.01,3,24
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,10,0.02,3,19
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.005,5,49
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.01,5,38
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,20,0.02,5,31
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.005,7,63
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.01,7,51
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Leader Copier,30,0.02,7,42
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.005,3,13
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.01,3,12
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,10,0.02,3,12
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.005,5,25
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.01,5,22
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,20,0.02,5,22
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.005,7,35
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.01,7,32
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Frequency Copier,30,0.02,7,32
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.005,3,44
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.01,3,32
no_rule1_pairs,13,3v1,Leader Copier | Frequency Copier | Anti Copier | Random,Anti Copier,10,0.02,3,25
